timestamp,power_w,sample_count,load_lag_1h,load_lag_24h,load_lag_168h,load_roll_mean_3h,load_roll_mean_24h,hour,hour_sin,hour_cos,day_of_week,is_weekend,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,CLRSKY_SFC_SW_DWN,T2M,RH2M,WS10M,WD10M,PS,PRECTOTCORR,CLOUD_AMT
2014-08-06 22:00:00+00:00,21909.244666666666,60.0,23276.3175,21180.907333333333,21185.805333333334,25082.062222222215,18934.366402777778,22,-0.5000000000000004,0.8660254037844384,2,0,0.0,0.0,0.0,0.0,27.78,90.27,2.24,84.4,97.33,0.74,48.61
2014-08-06 23:00:00+00:00,21232.3495,60.0,21909.244666666666,21068.022,19631.655333333336,23212.76783333333,18964.713791666665,23,-0.25881904510252157,0.9659258262890681,2,0,0.0,0.0,0.0,0.0,27.62,90.65,2.2,81.9,97.36,0.96,34.86
2014-08-07 00:00:00+00:00,17684.094666666664,60.0,21232.3495,17587.45633333333,12002.525666666666,22139.303888888884,18971.56077083333,0,0.0,1.0,3,0,12.98,0.96,15.81,13.7,27.51,90.71,2.28,77.3,97.38,1.65,47.14
2014-08-07 01:00:00+00:00,14470.956166666669,60.0,17684.094666666664,13275.635666666669,12414.098999999998,20275.229611111106,18975.587368055556,1,0.25881904510252074,0.9659258262890683,3,0,97.93,43.49,83.98,119.4,27.86,87.84,2.48,78.4,97.4,2.17,60.15
2014-08-07 02:00:00+00:00,15489.658833333331,60.0,14470.956166666669,14658.0815,13740.0525,17795.800111111108,19025.392388888886,2,0.49999999999999994,0.8660254037844387,3,0,216.65,121.02,155.65,295.48,28.68,80.8,3.1,93.3,97.44,2.49,72.08
2014-08-07 03:00:00+00:00,14800.158166666666,60.0,15489.658833333331,13735.684333333336,13257.474666666669,15881.569888888886,19060.041444444443,3,0.7071067811865476,0.7071067811865476,3,0,335.0,87.19,224.95,478.38,29.98,72.69,3.5,97.2,97.5,0.36,84.97
2014-08-07 04:00:00+00:00,12024.417666666668,60.0,14800.158166666666,12930.154833333334,10237.280566666666,14920.257722222219,19104.39452083333,4,0.8660254037844386,0.5000000000000001,3,0,456.23,112.08,296.65,649.33,32.24,62.25,3.77,92.4,97.52,0.25,88.3
2014-08-07 05:00:00+00:00,10399.575916666668,60.0,12024.417666666668,13003.112166666666,10516.8777,14104.744888888885,19066.65547222222,5,0.9659258262890683,0.25881904510252074,3,0,514.9,91.03,327.86,769.7,34.42,54.07,4.07,89.0,97.48,0.15,88.98
2014-08-07 06:00:00+00:00,11062.043933333334,60.0,10399.575916666668,11780.537166666669,10006.319083333334,12408.050583333332,18958.17479513889,6,1.0,6.123233995736766e-17,3,0,563.03,96.34,344.01,833.7,35.72,49.5,4.4,88.0,97.42,0.17,92.76
2014-08-07 07:00:00+00:00,12156.881166666666,60.0,11062.043933333334,11692.849833333334,10359.865416666667,11162.012505555555,18928.23757708333,7,0.9659258262890683,-0.25881904510252063,3,0,555.0,122.46,336.79,814.17,36.36,47.34,4.66,85.2,97.33,0.33,89.86
2014-08-07 08:00:00+00:00,13261.272,60.0,12156.881166666666,12145.2295,10066.273116666667,11206.167005555553,18947.572215972225,8,0.8660254037844387,-0.4999999999999998,3,0,452.77,254.5,212.75,738.17,36.4,47.07,4.81,81.6,97.25,0.5,78.92
2014-08-07 09:00:00+00:00,12583.341,60.0,13261.272,13661.746,9586.343466666667,12160.065699999997,18994.073986805557,9,0.7071067811865476,-0.7071067811865475,3,0,495.45,218.16,280.0,604.42,36.12,47.78,4.81,80.4,97.2,0.75,63.92
2014-08-07 10:00:00+00:00,14569.896166666667,60.0,12583.341,12422.438,8616.277583333334,12667.164722222218,18949.14044513889,10,0.49999999999999994,-0.8660254037844387,3,0,356.85,142.1,233.71,428.08,35.44,49.72,4.71,82.6,97.18,0.54,52.59
2014-08-07 11:00:00+00:00,13766.782666666666,60.0,14569.896166666667,13860.544333333331,12190.166616666666,13471.503055555555,19038.61786875,11,0.258819045102521,-0.9659258262890682,3,0,224.15,95.1,170.26,251.8,34.23,53.8,4.37,86.8,97.2,0.28,44.48
2014-08-07 12:00:00+00:00,14093.252166666667,60.0,13766.782666666666,14560.189833333334,12238.522166666666,13640.006611111108,19034.711132638888,12,1.2246467991473532e-16,-1.0,3,0,84.38,35.89,69.28,91.72,32.99,59.45,3.77,93.8,97.25,0.07,37.45
2014-08-07 13:00:00+00:00,16860.221,60.0,14093.252166666667,18202.38633333333,13619.220666666666,14143.310333333333,19015.255396527777,13,-0.2588190451025208,-0.9659258262890683,3,0,7.2,0.5,8.83,7.5,31.67,65.73,2.78,104.6,97.32,0.08,29.63
2014-08-07 14:00:00+00:00,27859.2535,60.0,16860.221,25995.88833333333,20890.42383333333,14906.751944444442,18959.331840972223,14,-0.4999999999999997,-0.8660254037844388,3,0,0.0,0.0,0.0,0.0,30.9,69.91,2.34,116.3,97.38,0.06,22.24
2014-08-07 15:00:00+00:00,26045.70083333333,60.0,27859.2535,26638.007,22365.95833333333,19604.24222222222,19036.97205625,15,-0.7071067811865471,-0.7071067811865479,3,0,0.0,0.0,0.0,0.0,30.31,73.22,1.9,124.3,97.43,0.01,14.92
2014-08-07 16:00:00+00:00,29918.33383333333,60.0,26045.70083333333,29704.339,24411.6945,23588.39177777777,19012.292632638888,16,-0.8660254037844385,-0.5000000000000004,3,0,0.0,0.0,0.0,0.0,29.75,76.22,1.51,127.5,97.45,0.0,85.48
2014-08-07 17:00:00+00:00,28888.621,60.0,29918.33383333333,30419.24583333333,25426.275833333333,27941.09605555555,19021.209084027778,17,-0.9659258262890683,-0.25881904510252063,3,0,0.0,0.0,0.0,0.0,29.31,78.41,1.35,123.8,97.47,0.0,32.84
2014-08-07 18:00:00+00:00,26815.204,60.0,28888.621,30656.15166666667,24061.522833333336,28284.21855555555,18957.433049305557,18,-1.0,-1.8369701987210297e-16,3,0,0.0,0.0,0.0,0.0,28.97,79.87,1.31,113.8,97.49,0.0,37.08
2014-08-07 19:00:00+00:00,24562.911166666665,60.0,26815.204,27517.12783333333,22842.6695,28540.719611111108,18797.393563194444,19,-0.9659258262890684,0.2588190451025203,3,0,0.0,0.0,0.0,0.0,28.64,81.09,1.32,109.0,97.48,0.0,63.4
2014-08-07 20:00:00+00:00,22970.972,60.0,24562.911166666665,24452.74133333333,21796.116666666665,26755.578722222217,18674.301202083334,20,-0.8660254037844386,0.5000000000000001,3,0,0.0,0.0,0.0,0.0,28.27,82.47,1.33,110.8,97.46,0.0,89.71
2014-08-07 21:00:00+00:00,21915.4625,60.0,22970.972,23276.3175,22052.229166666668,24783.029055555555,18612.560813194443,21,-0.7071067811865477,0.7071067811865474,3,0,0.0,0.0,0.0,0.0,27.83,84.18,1.28,111.6,97.43,0.0,62.2
2014-08-07 22:00:00+00:00,20337.6805,60.0,21915.4625,21909.244666666666,20340.8755,23149.781888888887,18555.858521527774,22,-0.5000000000000004,0.8660254037844384,3,0,0.0,0.0,0.0,0.0,27.45,85.65,1.19,110.7,97.42,0.01,45.34
2014-08-07 23:00:00+00:00,20095.099833333334,60.0,20337.6805,21232.3495,18717.060666666664,21741.371666666662,18490.37668125,23,-0.25881904510252157,0.9659258262890681,3,0,0.0,0.0,0.0,0.0,27.09,87.28,1.19,105.5,97.44,0.01,40.01
2014-08-08 00:00:00+00:00,16056.904833333334,60.0,20095.099833333334,17684.094666666664,14572.967166666667,20782.74761111111,18442.991278472222,0,0.0,1.0,4,0,13.18,1.5,15.06,13.77,27.16,87.13,1.69,108.3,97.49,0.01,54.82
2014-08-08 01:00:00+00:00,12720.706166666669,60.0,16056.904833333334,14470.956166666669,11899.338383333332,18829.895055555553,18375.19170208333,1,0.25881904510252074,0.9659258262890683,4,0,102.2,37.7,86.69,126.78,28.89,76.34,2.47,124.8,97.56,0.03,70.67
2014-08-08 02:00:00+00:00,13455.199166666664,60.0,12720.706166666669,15489.658833333331,13135.973333333332,16290.90361111111,18302.26461875,2,0.49999999999999994,0.8660254037844387,4,0,199.9,55.43,161.71,306.73,30.56,67.15,2.67,133.6,97.62,1.61,85.26
2014-08-08 03:00:00+00:00,13905.057833333332,60.0,13455.199166666664,14800.158166666666,14641.593666666666,14077.603388888887,18217.495465972224,3,0.7071067811865476,0.7071067811865476,4,0,337.3,46.82,277.68,512.03,31.84,61.93,2.07,133.6,97.64,1.33,99.38
2014-08-08 04:00:00+00:00,12209.953333333331,60.0,13905.057833333332,12024.417666666668,12303.885,13360.32105555555,18180.19961875,4,0.8660254037844386,0.5000000000000001,4,0,443.48,102.98,309.18,681.17,33.28,57.1,1.55,116.1,97.63,1.06,96.14
2014-08-08 05:00:00+00:00,12430.701,60.0,12209.953333333331,10399.575916666668,13244.469833333333,13190.070111111107,18187.930271527777,5,0.9659258262890683,0.25881904510252074,4,0,426.83,125.74,289.37,800.0,34.71,52.43,1.86,102.4,97.6,1.36,97.14
2014-08-08 06:00:00+00:00,11491.831666666669,60.0,12430.701,11062.043933333334,12849.168166666666,12848.570722222219,18272.56048333333,6,1.0,6.123233995736766e-17,4,0,555.47,125.72,356.34,865.4,35.7,49.07,2.54,104.4,97.55,2.06,95.41
2014-08-08 07:00:00+00:00,12758.240833333331,60.0,11491.831666666669,12156.881166666666,10691.492516666667,12044.161999999997,18290.468305555554,7,0.9659258262890683,-0.25881904510252063,4,0,457.3,101.38,272.59,860.8,36.16,47.12,3.07,110.0,97.48,2.78,90.93
2014-08-08 08:00:00+00:00,12465.377666666667,60.0,12758.240833333331,13261.272,10229.976066666666,12226.9245,18315.52495833333,8,0.8660254037844387,-0.4999999999999998,4,0,533.88,232.24,283.77,785.03,36.28,45.97,3.37,116.0,97.42,5.25,83.35
2014-08-08 09:00:00+00:00,11444.293,60.0,12465.377666666667,12583.341,9709.369333333334,12238.483388888888,18282.362694444444,9,0.7071067811865476,-0.7071067811865475,4,0,491.58,199.83,289.64,653.55,35.9,46.29,3.47,122.4,97.37,8.37,77.35
2014-08-08 10:00:00+00:00,12175.63881355932,59.0,11444.293,14569.896166666667,11098.195416666666,12222.637166666666,18234.902361111108,10,0.49999999999999994,-0.8660254037844387,4,0,392.4,248.94,206.74,478.95,34.84,48.49,3.32,128.6,97.33,6.93,59.6
2014-08-08 11:00:00+00:00,12725.847288135594,59.0,12175.63881355932,13766.782666666666,9907.15915,12028.43649340866,18135.14163806497,11,0.258819045102521,-0.9659258262890682,4,0,242.07,194.02,148.63,294.62,33.85,51.49,3.05,135.4,97.33,1.76,53.07
2014-08-08 12:00:00+00:00,12502.185166666666,60.0,12725.847288135594,14093.252166666667,11534.55985,12115.259700564968,18091.769330626175,12,1.2246467991473532e-16,-1.0,4,0,101.6,79.6,77.6,112.5,32.74,55.73,2.76,141.8,97.35,0.39,44.43
2014-08-08 13:00:00+00:00,16070.907666666666,60.0,12502.185166666666,16860.221,14053.008166666668,12467.890422787192,18025.474872292845,13,-0.2588190451025208,-0.9659258262890683,4,0,8.38,1.73,10.63,8.52,30.96,63.04,2.43,151.2,97.41,0.12,35.38
2014-08-08 14:00:00+00:00,25298.2165,60.0,16070.907666666666,27859.2535,19456.116,13766.313373822974,17992.586816737286,14,-0.4999999999999997,-0.8660254037844388,4,0,0.0,0.0,0.0,0.0,29.69,67.09,3.0,162.8,97.5,0.62,27.55
2014-08-08 15:00:00+00:00,23962.718666666668,60.0,25298.2165,26045.70083333333,20517.0315,17957.103111111108,17885.876941737286,15,-0.7071067811865471,-0.7071067811865479,4,0,0.0,0.0,0.0,0.0,28.8,70.61,3.22,172.1,97.59,0.58,14.92
2014-08-08 16:00:00+00:00,24843.61,60.0,23962.718666666668,29918.33383333333,21413.816666666666,21777.28094444444,17799.086018126178,16,-0.8660254037844385,-0.5000000000000004,4,0,0.0,0.0,0.0,0.0,28.19,73.52,3.0,182.1,97.65,0.36,88.34
2014-08-08 17:00:00+00:00,25955.81533333333,60.0,24843.61,28888.621,23593.26716666667,24701.51505555555,17587.639191737286,17,-0.9659258262890683,-0.25881904510252063,4,0,0.0,0.0,0.0,0.0,27.76,75.87,2.48,190.9,97.69,0.23,83.28
2014-08-08 18:00:00+00:00,27748.45233333333,60.0,25955.81533333333,26815.204,21472.08466666667,24920.714666666663,17465.438955626178,18,-1.0,-1.8369701987210297e-16,4,0,0.0,0.0,0.0,0.0,27.41,77.83,1.99,199.3,97.7,0.37,2.11
2014-08-08 19:00:00+00:00,22618.792666666668,60.0,27748.45233333333,24562.911166666665,21744.21283333333,26182.625888888884,17504.3243028484,19,-0.9659258262890684,0.2588190451025203,4,0,0.0,0.0,0.0,0.0,27.13,79.48,1.74,208.9,97.68,2.47,30.54
2014-08-08 20:00:00+00:00,21021.442666666662,60.0,22618.792666666668,22970.972,19454.4785,25441.02011111111,17423.319365348398,20,-0.8660254037844386,0.5000000000000001,4,0,0.0,0.0,0.0,0.0,26.88,81.2,1.5,217.7,97.65,2.86,58.95
2014-08-08 21:00:00+00:00,19604.12733333333,60.0,21021.442666666662,21915.4625,19105.054166666665,23796.229222222217,17342.08897645951,21,-0.7071067811865477,0.7071067811865474,4,0,0.0,0.0,0.0,0.0,26.61,82.93,1.28,225.9,97.64,3.74,86.85
2014-08-08 22:00:00+00:00,19467.92483333333,60.0,19604.12733333333,20337.6805,18589.447666666667,21081.45422222222,17245.783344515065,22,-0.5000000000000004,0.8660254037844384,4,0,0.0,0.0,0.0,0.0,26.38,84.34,1.04,234.8,97.66,4.13,21.06
2014-08-08 23:00:00+00:00,18309.9235,60.0,19467.92483333333,20095.099833333334,17729.48633333333,20031.164944444437,17209.54352507062,23,-0.25881904510252157,0.9659258262890681,4,0,0.0,0.0,0.0,0.0,26.29,84.38,0.76,242.4,97.7,3.75,14.68
2014-08-09 00:00:00+00:00,16318.1915,60.0,18309.9235,16056.904833333334,15026.242833333332,19127.325222222218,17135.161177848397,0,0.0,1.0,5,1,13.85,2.75,16.02,14.52,26.41,83.83,0.39,258.1,97.75,3.34,29.45
2014-08-09 01:00:00+00:00,11739.408833333331,60.0,16318.1915,12720.706166666669,10152.345683333337,18032.013277777776,17146.048122292843,1,0.25881904510252074,0.9659258262890683,5,1,121.32,83.89,95.62,135.93,28.19,75.82,0.41,105.4,97.81,5.14,43.78
2014-08-09 02:00:00+00:00,11963.891666666666,60.0,11739.408833333331,13455.199166666664,13744.197883333334,15455.841277777776,17105.160733403955,2,0.49999999999999994,0.8660254037844387,5,1,268.33,155.13,182.26,321.7,30.34,65.76,0.92,83.7,97.86,9.26,59.19
2014-08-09 03:00:00+00:00,12854.939166666669,60.0,11963.891666666666,13905.057833333332,11144.333666666667,13340.497333333331,17043.022920903957,3,0.7071067811865476,0.7071067811865476,5,1,425.83,166.56,262.04,517.85,31.83,61.17,1.26,58.3,97.88,1.8,74.59
2014-08-09 04:00:00+00:00,12877.893333333332,60.0,12854.939166666669,12209.953333333331,10055.743516666667,12186.079888888888,16999.26797645951,4,0.8660254037844386,0.5000000000000001,5,1,482.83,316.18,215.29,686.03,33.23,56.9,1.73,50.2,97.88,2.39,69.58
2014-08-09 05:00:00+00:00,13267.5415,60.0,12877.893333333332,12430.701,8592.760916666668,12565.57472222222,17027.098809792842,5,0.9659258262890683,0.25881904510252074,5,1,583.92,181.95,346.51,804.15,34.5,53.01,2.13,51.3,97.84,2.5,79.58
2014-08-09 06:00:00+00:00,13866.043833333331,60.0,13267.5415,11491.831666666669,9022.708316666663,13000.124666666665,17061.967163959507,6,1.0,6.123233995736766e-17,5,1,631.72,250.17,327.14,885.12,35.52,49.86,2.37,58.7,97.78,3.26,81.99
2014-08-09 07:00:00+00:00,13696.9185,60.0,13866.043833333331,12758.240833333331,9083.13645,13337.159555555552,17160.892670903955,7,0.9659258262890683,-0.25881904510252063,5,1,627.15,199.3,356.95,878.1,36.11,47.96,2.51,69.3,97.72,2.36,80.83
2014-08-09 08:00:00+00:00,11998.863833333333,60.0,13696.9185,12465.377666666667,9798.014666666666,13610.16794444444,17200.0042403484,8,0.8660254037844387,-0.4999999999999998,5,1,538.03,204.92,290.47,805.05,36.45,46.69,2.53,81.6,97.66,1.75,78.51
2014-08-09 09:00:00+00:00,12238.111833333332,60.0,11998.863833333333,11444.293,10644.88735,13187.275388888886,17180.56616395951,9,0.7071067811865476,-0.7071067811865475,5,1,505.38,151.35,325.84,685.5,36.46,46.33,2.37,89.0,97.6,1.51,89.43
2014-08-09 10:00:00+00:00,12440.113166666668,60.0,12238.111833333332,12175.63881355932,11500.6322,12644.631388888885,17213.641948681732,10,0.49999999999999994,-0.8660254037844387,5,1,376.1,195.86,212.99,504.12,36.18,46.75,1.87,94.3,97.56,0.97,67.68
2014-08-09 11:00:00+00:00,12979.347833333331,60.0,12440.113166666668,12725.847288135594,10447.8103,12225.696277777775,17224.661713394536,11,0.258819045102521,-0.9659258262890682,5,1,221.48,136.54,160.72,304.4,35.6,47.76,1.22,98.5,97.54,0.29,66.91
2014-08-09 12:00:00+00:00,10757.839333333332,60.0,12979.347833333331,12502.185166666666,11343.309833333333,12552.524277777775,17235.22423611111,12,1.2246467991473532e-16,-1.0,5,1,92.38,62.5,71.99,118.8,34.84,50.8,0.5,96.8,97.56,0.06,65.06
2014-08-09 13:00:00+00:00,17373.152166666667,60.0,10757.839333333332,16070.907666666666,13143.654666666667,12059.100111111109,17162.54315972222,13,-0.2588190451025208,-0.9659258262890683,5,1,7.25,1.01,10.12,8.32,33.54,57.14,0.05,306.9,97.6,0.1,61.49
2014-08-09 14:00:00+00:00,24186.596166666663,60.0,17373.152166666667,25298.2165,16521.802333333333,13703.44644444444,17216.80334722222,14,-0.4999999999999997,-0.8660254037844388,5,1,0.0,0.0,0.0,0.0,32.87,60.26,0.38,251.6,97.66,0.15,56.08
2014-08-09 15:00:00+00:00,21432.717666666667,60.0,24186.596166666663,23962.718666666668,19367.293166666663,17439.195888888884,17170.485833333332,15,-0.7071067811865471,-0.7071067811865479,5,1,0.0,0.0,0.0,0.0,32.06,63.02,0.82,223.0,97.73,0.07,18.09
2014-08-09 16:00:00+00:00,21049.45966666667,60.0,21432.717666666667,24843.61,20497.3085,20997.48866666666,17065.069124999998,16,-0.8660254037844385,-0.5000000000000004,5,1,0.0,0.0,0.0,0.0,30.97,67.0,1.42,217.3,97.77,0.03,14.77
2014-08-09 17:00:00+00:00,21485.3105,60.0,21049.45966666667,25955.81533333333,21538.4155,22222.924499999997,16906.979527777778,17,-0.9659258262890683,-0.25881904510252063,5,1,0.0,0.0,0.0,0.0,30.14,69.63,1.78,219.3,97.79,0.03,93.37
2014-08-09 18:00:00+00:00,21297.1145,60.0,21485.3105,27748.45233333333,20250.573666666667,21322.495944444443,16720.708493055554,18,-1.0,-1.8369701987210297e-16,5,1,0.0,0.0,0.0,0.0,29.53,71.92,2.21,226.8,97.78,0.02,24.39
2014-08-09 19:00:00+00:00,20274.32616666667,60.0,21297.1145,22618.792666666668,19458.390333333333,21277.29488888889,16451.902749999997,19,-0.9659258262890684,0.2588190451025203,5,1,0.0,0.0,0.0,0.0,29.03,74.36,2.63,234.7,97.78,0.01,61.2
2014-08-09 20:00:00+00:00,19277.813,60.0,20274.32616666667,21021.442666666662,19076.088666666667,21018.91705555555,16354.216645833332,20,-0.8660254037844386,0.5000000000000001,5,1,0.0,0.0,0.0,0.0,28.58,76.75,2.62,242.3,97.76,0.01,97.73
2014-08-09 21:00:00+00:00,18184.1,60.0,19277.813,19604.12733333333,18415.587166666668,20283.084555555553,16281.565409722221,21,-0.7071067811865477,0.7071067811865474,5,1,0.0,0.0,0.0,0.0,28.3,78.52,2.34,248.9,97.75,0.01,47.67
2014-08-09 22:00:00+00:00,17699.10916666667,60.0,18184.1,19467.92483333333,17244.27633333333,19245.413055555553,16222.397604166666,22,-0.5000000000000004,0.8660254037844384,5,1,0.0,0.0,0.0,0.0,28.18,79.55,2.08,255.8,97.76,0.0,32.88
2014-08-09 23:00:00+00:00,17121.548,60.0,17699.10916666667,18309.9235,15870.760833333334,18387.007388888884,16148.696951388889,23,-0.25881904510252157,0.9659258262890681,5,1,0.0,0.0,0.0,0.0,28.04,80.45,1.95,262.3,97.77,0.0,76.91
2014-08-10 00:00:00+00:00,14955.475833333334,60.0,17121.548,16318.1915,13968.46315,17668.252388888886,16099.181305555556,0,0.0,1.0,6,1,13.68,2.1,16.3,14.7,28.13,80.21,2.34,266.6,97.79,0.01,68.28
2014-08-10 01:00:00+00:00,10062.74535,60.0,14955.475833333334,11739.408833333331,9184.641716666669,16592.04433333333,16042.401486111112,1,0.25881904510252074,0.9659258262890683,6,1,126.43,106.53,101.59,143.77,29.51,73.75,2.98,268.8,97.83,0.11,59.11
2014-08-10 02:00:00+00:00,9875.01135,60.0,10062.74535,11963.891666666666,9188.49505,14046.589727777775,15972.540507638887,2,0.49999999999999994,0.8660254037844387,6,1,290.98,210.07,184.09,340.1,32.17,61.08,2.96,277.6,97.85,1.82,51.89
2014-08-10 03:00:00+00:00,10265.834383333333,60.0,9875.01135,12854.939166666669,9022.169266666666,11631.077511111109,15885.503827777777,3,0.7071067811865476,0.7071067811865476,6,1,479.92,311.5,235.89,542.4,33.44,58.08,2.67,289.5,97.88,261.78,45.43
2014-08-10 04:00:00+00:00,10763.352166666667,60.0,10265.834383333333,12877.893333333332,9191.352933333334,10067.863694444442,15777.624461805555,4,0.8660254037844386,0.5000000000000001,6,1,588.6,372.77,262.19,714.8,33.25,63.01,2.45,294.1,97.9,239.94,48.93
2014-08-10 05:00:00+00:00,12722.1365,60.0,10763.352166666667,13267.5415,8775.159933333334,10301.3993,15689.518579861113,5,0.9659258262890683,0.25881904510252074,6,1,616.92,361.54,265.76,838.35,33.53,63.44,2.24,295.1,97.89,168.42,56.03
2014-08-10 06:00:00+00:00,12200.110333333334,60.0,12722.1365,13866.043833333331,10732.11065,11250.441016666664,15666.793371527778,6,1.0,6.123233995736766e-17,6,1,562.9,240.15,295.13,878.47,33.64,62.8,2.04,292.2,97.85,89.28,71.91
2014-08-10 07:00:00+00:00,13238.253666666666,60.0,12200.110333333334,13696.9185,11103.82375,11895.199666666666,15597.379475694446,7,0.9659258262890683,-0.25881904510252063,6,1,552.38,247.6,284.65,874.97,33.69,61.87,1.96,287.5,97.81,37.93,71.45
2014-08-10 08:00:00+00:00,11439.654100000002,60.0,13238.253666666666,11998.863833333333,8723.801433333334,12720.166833333331,15578.26844097222,8,0.8660254037844387,-0.4999999999999998,6,1,448.75,127.42,294.94,807.58,33.57,61.37,1.95,281.5,97.77,14.93,89.42
2014-08-10 09:00:00+00:00,12562.501666666669,60.0,11439.654100000002,12238.111833333332,10561.817716666666,12292.672699999997,15554.968035416665,9,0.7071067811865476,-0.7071067811865475,6,1,360.67,106.55,234.88,672.05,33.41,61.54,2.12,280.3,97.74,11.73,87.83
2014-08-10 10:00:00+00:00,12529.277,60.0,12562.501666666669,12440.113166666668,9221.054566666666,12413.469811111108,15568.484278472222,10,0.49999999999999994,-0.8660254037844387,6,1,68.05,13.7,54.01,496.42,33.08,62.79,2.18,282.4,97.7,10.77,98.74
2014-08-10 11:00:00+00:00,11896.334166666667,60.0,12529.277,12979.347833333331,10517.981383333334,12177.144255555555,15572.199438194446,11,0.258819045102521,-0.9659258262890682,6,1,44.67,0.0,38.88,293.8,32.77,64.4,2.16,283.9,97.67,3.57,100.0
2014-08-10 12:00:00+00:00,12876.3095,60.0,11896.334166666667,10757.839333333332,11185.931933333331,12329.370944444445,15527.07386875,12,1.2246467991473532e-16,-1.0,6,1,21.05,0.0,18.15,107.32,31.88,67.52,2.03,281.4,97.67,0.02,100.0
2014-08-10 13:00:00+00:00,16028.9755,60.0,12876.3095,17373.152166666667,14517.483333333334,12433.973555555553,15615.343459027777,13,-0.2588190451025208,-0.9659258262890683,6,1,2.35,0.0,2.52,7.38,30.56,77.82,1.6,268.6,97.68,0.02,100.0
2014-08-10 14:00:00+00:00,21979.41283333333,60.0,16028.9755,24186.596166666663,16674.46183333333,13600.539722222218,15559.336097916666,14,-0.4999999999999997,-0.8660254037844388,6,1,0.0,0.0,0.0,0.0,29.89,81.03,1.65,250.9,97.71,0.46,99.27
2014-08-10 15:00:00+00:00,22331.813833333334,60.0,21979.41283333333,21432.717666666667,18672.81033333333,16961.565944444443,15467.370125694446,15,-0.7071067811865471,-0.7071067811865479,6,1,0.0,0.0,0.0,0.0,29.39,81.15,1.84,236.3,97.75,1.43,99.67
2014-08-10 16:00:00+00:00,24281.294666666665,60.0,22331.813833333334,21049.45966666667,22755.239,20113.400722222217,15504.832465972222,16,-0.8660254037844385,-0.5000000000000004,6,1,0.0,0.0,0.0,0.0,28.86,81.5,2.1,227.7,97.77,2.08,99.78
2014-08-10 17:00:00+00:00,25115.6615,60.0,24281.294666666665,21485.3105,23658.212333333333,22864.17377777777,15639.492257638887,17,-0.9659258262890683,-0.25881904510252063,6,1,0.0,0.0,0.0,0.0,28.4,82.24,2.38,226.5,97.78,2.3,100.0
2014-08-10 18:00:00+00:00,24172.0805,60.0,25115.6615,21297.1145,22567.5705,23909.589999999997,15790.756882638889,18,-1.0,-1.8369701987210297e-16,6,1,0.0,0.0,0.0,0.0,27.96,83.47,2.58,230.2,97.76,2.36,100.0
2014-08-10 19:00:00+00:00,21300.459,60.0,24172.0805,20274.32616666667,21297.2335,24523.012222222216,15910.547132638889,19,-0.9659258262890684,0.2588190451025203,6,1,0.0,0.0,0.0,0.0,27.55,85.01,2.61,235.2,97.73,2.41,99.99
2014-08-10 20:00:00+00:00,19804.4335,60.0,21300.459,19277.813,19665.22033333333,23529.400333333328,15953.302667361111,20,-0.8660254037844386,0.5000000000000001,6,1,0.0,0.0,0.0,0.0,27.22,86.61,2.48,238.2,97.72,2.58,99.97
2014-08-10 21:00:00+00:00,18029.856333333333,60.0,19804.4335,18184.1,18671.236666666668,21758.990999999995,15975.245188194443,21,-0.7071067811865477,0.7071067811865474,6,1,0.0,0.0,0.0,0.0,26.95,88.2,2.24,240.0,97.71,2.39,99.64
2014-08-10 22:00:00+00:00,17620.508833333333,60.0,18029.856333333333,17699.10916666667,17862.614833333333,19711.582944444443,15968.81836875,22,-0.5000000000000004,0.8660254037844384,6,1,0.0,0.0,0.0,0.0,26.66,90.02,1.88,241.1,97.7,3.35,90.97
2014-08-10 23:00:00+00:00,17494.539666666667,60.0,17620.508833333333,17121.548,18598.987166666662,18484.93288888889,15965.54335486111,23,-0.25881904510252157,0.9659258262890681,6,1,0.0,0.0,0.0,0.0,26.46,91.27,1.67,238.7,97.71,6.34,77.44
2014-08-11 00:00:00+00:00,14690.541833333333,60.0,17494.539666666667,14955.475833333334,16772.352166666667,17714.968277777774,15981.084674305554,0,0.0,1.0,0,0,13.2,0.51,15.56,13.75,26.5,91.09,1.82,236.7,97.75,19.17,64.72
2014-08-11 01:00:00+00:00,10835.20215,60.0,14690.541833333333,10062.74535,12642.178000000002,16601.863444444443,15970.045757638887,1,0.25881904510252074,0.9659258262890683,0,0,120.28,80.29,95.39,134.65,27.21,88.21,2.2,235.9,97.79,178.64,51.93
2014-08-11 02:00:00+00:00,12839.838666666668,60.0,10835.20215,9875.01135,14719.996333333334,14340.094549999996,16002.231457638889,2,0.49999999999999994,0.8660254037844387,0,0,272.67,205.69,170.55,322.67,28.69,84.15,1.62,238.4,97.83,378.15,41.76
2014-08-11 03:00:00+00:00,11335.176533333331,60.0,12839.838666666668,10265.834383333333,12265.90065,12788.527549999999,16125.765929166666,3,0.7071067811865476,0.7071067811865476,0,0,491.52,339.41,230.28,522.9,30.89,71.99,1.44,262.8,97.88,6.86,26.79
