timestamp,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,CLRSKY_SFC_SW_DWN,T2M,RH2M,WS10M,WD10M,PS,PRECTOTCORR,CLOUD_AMT
2013010100,0.0,0.0,0.0,0.0,3.87,71.05,2.87,301.0,98.9,0.0,99.87
2013010101,0.0,0.0,0.0,0.0,3.46,73.18,2.81,296.8,98.97,0.0,99.88
2013010102,41.35,19.91,36.06,99.45,5.64,63.23,3.09,292.4,99.06,0.0,97.5
2013010103,109.0,32.31,92.94,284.1,8.3,53.58,3.13,287.5,99.14,0.0,98.1
2013010104,181.65,38.58,151.38,456.25,12.01,44.09,2.54,287.7,99.21,0.0,98.41
2013010105,247.38,65.24,197.13,578.85,16.51,35.31,2.27,296.5,99.22,0.0,98.0
2013010106,401.52,291.41,221.46,573.33,17.85,32.57,1.47,290.8,99.14,0.0,76.67
2013010107,499.67,430.07,214.38,568.08,18.58,30.19,1.15,291.0,99.03,0.0,36.03
2013010108,423.12,368.59,213.4,502.62,18.7,29.27,1.0,299.9,98.95,0.0,63.98
2013010109,305.85,279.25,193.28,375.7,18.27,29.45,1.03,319.3,98.89,0.0,72.28
2013010110,178.65,145.8,130.68,213.32,17.44,35.48,0.98,330.5,98.88,0.0,79.73
2013010111,43.12,18.52,40.16,50.17,15.55,41.18,1.19,331.9,98.89,0.0,88.95
2013010112,0.0,0.0,0.0,0.0,14.18,41.28,1.36,327.0,98.93,0.0,100.0
2013010113,0.0,0.0,0.0,0.0,13.49,43.41,1.6,319.1,98.99,0.0,100.0
2013010114,0.0,0.0,0.0,0.0,12.65,46.53,1.81,319.3,99.03,0.0,100.0
2013010115,0.0,0.0,0.0,0.0,11.43,49.62,2.08,325.2,99.06,0.0,78.07
2013010116,0.0,0.0,0.0,0.0,9.68,53.38,2.46,331.9,99.05,0.0,55.93
2013010117,0.0,0.0,0.0,0.0,8.08,58.59,2.87,337.3,99.04,0.0,77.14
2013010118,0.0,0.0,0.0,0.0,7.06,63.14,3.18,341.3,99.04,0.0,4.21
2013010119,0.0,0.0,0.0,0.0,6.4,65.91,3.24,344.6,99.03,0.0,3.16
2013010120,0.0,0.0,0.0,0.0,5.79,68.56,3.17,345.4,99.02,0.0,88.6
2013010121,0.0,0.0,0.0,0.0,5.22,70.96,3.08,340.7,98.99,0.0,3.16
2013010122,0.0,0.0,0.0,0.0,4.72,73.28,3.0,332.2,98.98,0.0,4.21
2013010123,0.0,0.0,0.0,0.0,4.26,75.68,2.94,322.3,98.98,0.0,3.16
2013010200,0.0,0.0,0.0,0.0,3.8,78.8,2.93,311.7,99.03,0.0,3.16
2013010201,0.0,0.0,0.0,0.0,3.37,81.69,2.99,302.3,99.1,0.0,22.55
2013010202,73.07,214.7,41.74,106.07,5.68,69.9,3.36,295.2,99.18,0.0,48.01
2013010203,150.12,270.48,74.45,296.8,8.46,58.38,3.76,291.9,99.27,0.0,65.95
2013010204,196.68,178.87,120.63,470.17,12.17,46.38,3.27,291.5,99.35,0.0,81.64
2013010205,222.77,49.26,174.25,593.72,15.42,35.01,3.72,296.7,99.36,0.0,97.34
2013010206,288.95,38.11,231.22,578.53,16.57,30.74,3.32,297.8,99.29,0.0,98.82
2013010207,292.17,21.94,236.91,571.67,17.33,28.22,3.2,299.6,99.2,0.0,99.0
2013010208,334.88,275.97,173.63,495.8,17.7,26.69,3.25,301.8,99.14,0.0,63.35
2013010209,252.25,279.65,134.54,367.65,17.54,26.48,3.44,302.2,99.1,0.0,53.36
2013010210,161.2,212.51,97.25,205.9,16.65,28.76,3.26,300.0,99.09,0.0,41.18
2013010211,43.08,50.93,37.16,48.53,12.64,44.86,2.65,295.0,99.1,0.0,27.31
2013010212,0.0,0.0,0.0,0.0,9.96,48.94,3.25,294.4,99.15,0.0,10.46
2013010213,0.0,0.0,0.0,0.0,9.2,50.04,3.47,295.5,99.2,0.0,7.37
2013010214,0.0,0.0,0.0,0.0,8.6,50.43,3.58,297.4,99.24,0.0,4.21
2013010215,0.0,0.0,0.0,0.0,7.99,50.5,3.62,299.8,99.27,0.0,4.21
2013010216,0.0,0.0,0.0,0.0,7.27,51.02,3.6,302.1,99.27,0.0,56.54
2013010217,0.0,0.0,0.0,0.0,6.55,51.8,3.55,304.1,99.25,0.0,5.27
2013010218,0.0,0.0,0.0,0.0,5.86,52.76,3.5,306.1,99.22,0.0,2.11
2013010219,0.0,0.0,0.0,0.0,5.24,53.64,3.46,307.4,99.19,0.0,8.46
2013010220,0.0,0.0,0.0,0.0,4.65,54.75,3.43,307.3,99.15,0.0,10.54
2013010221,0.0,0.0,0.0,0.0,4.09,55.77,3.41,305.1,99.13,0.0,97.3
2013010222,0.0,0.0,0.0,0.0,3.55,56.71,3.39,302.1,99.12,0.0,9.52
2013010223,0.0,0.0,0.0,0.0,3.05,57.72,3.37,299.2,99.13,0.0,6.36
2013010300,0.0,0.0,0.0,0.0,2.58,58.84,3.31,296.6,99.18,0.0,8.42
2013010301,0.0,0.0,0.0,0.0,2.13,59.91,3.22,294.4,99.24,0.0,46.58
2013010302,60.3,112.84,41.87,92.55,4.27,51.91,4.06,292.1,99.32,0.0,67.29
2013010303,144.6,261.96,73.26,273.67,7.01,43.91,3.65,288.5,99.4,0.0,83.12
2013010304,205.6,40.12,168.99,447.6,10.98,35.43,2.82,284.6,99.48,0.0,97.21
2013010305,317.55,107.82,226.67,573.5,15.87,25.4,3.34,295.6,99.48,0.0,93.28
2013010306,402.17,231.06,246.42,522.88,17.63,22.7,2.92,293.6,99.42,0.0,80.1
2013010307,444.83,351.44,211.58,519.53,18.66,20.74,2.81,297.3,99.33,0.0,45.31
2013010308,386.17,194.71,267.61,456.85,19.17,19.36,2.72,304.7,99.25,0.0,93.68
2013010309,286.95,117.56,219.92,333.85,18.94,19.27,2.74,310.7,99.19,0.0,88.48
2013010310,153.05,65.53,128.78,176.15,17.75,23.72,2.21,315.2,99.15,0.0,84.12
2013010311,39.1,7.65,37.91,40.45,14.16,37.3,1.89,309.4,99.13,0.0,80.19
2013010312,0.0,0.0,0.0,0.0,12.11,34.24,2.15,295.4,99.18,0.0,75.59
2013010313,0.0,0.0,0.0,0.0,10.62,37.08,2.49,283.7,99.27,0.0,43.15
2013010314,0.0,0.0,0.0,0.0,9.11,39.69,2.87,276.8,99.34,0.0,10.53
2013010315,0.0,0.0,0.0,0.0,7.86,42.17,3.17,275.8,99.37,0.0,16.84
2013010316,0.0,0.0,0.0,0.0,6.95,44.24,3.34,280.3,99.38,0.0,48.4
2013010317,0.0,0.0,0.0,0.0,6.18,45.47,3.45,289.5,99.36,0.0,61.58
2013010318,0.0,0.0,0.0,0.0,5.47,46.33,3.57,301.7,99.32,0.0,30.54
2013010319,0.0,0.0,0.0,0.0,4.95,46.74,3.66,311.5,99.29,0.0,2.11
2013010320,0.0,0.0,0.0,0.0,4.61,47.29,3.58,318.4,99.26,0.0,93.29
2013010321,0.0,0.0,0.0,0.0,4.21,48.42,3.42,321.7,99.22,0.0,55.97
2013010322,0.0,0.0,0.0,0.0,3.87,49.97,3.23,320.9,99.19,0.0,56.08
2013010323,0.0,0.0,0.0,0.0,3.59,51.16,3.07,317.1,99.18,0.0,59.31
2013010400,0.0,0.0,0.0,0.0,3.28,52.11,2.93,309.9,99.21,0.0,42.26
2013010401,0.0,0.0,0.0,0.0,3.23,52.32,2.74,299.6,99.26,0.0,50.78
2013010402,60.92,43.85,52.01,77.4,5.33,47.85,2.34,285.9,99.31,0.0,64.65
2013010403,156.75,145.83,112.08,240.3,8.07,35.08,3.17,274.3,99.39,0.0,76.49
2013010404,240.88,212.06,150.35,406.58,10.98,30.56,2.53,265.0,99.45,0.0,85.95
2013010405,308.77,241.38,201.76,533.7,15.53,21.79,2.62,267.8,99.42,0.0,94.68
2013010406,491.45,384.73,217.77,529.33,17.74,17.9,2.7,268.5,99.32,0.0,24.9
2013010407,379.5,223.5,247.05,533.03,18.61,16.71,2.68,275.6,99.22,0.0,94.29
2013010408,433.98,320.72,244.24,456.3,19.02,16.12,2.67,283.7,99.13,0.0,36.09
2013010409,328.77,282.45,188.93,341.77,18.82,16.17,2.69,292.1,99.06,0.0,25.46
2013010410,181.52,166.35,126.43,183.7,17.39,26.23,1.93,296.8,99.03,0.0,15.58
2013010411,43.42,19.45,39.32,44.53,13.71,35.34,2.17,297.7,99.04,0.0,12.72
2013010412,0.0,0.0,0.0,0.0,11.56,32.91,2.52,299.0,99.09,0.0,9.11
2013010413,0.0,0.0,0.0,0.0,10.22,35.23,2.77,299.2,99.13,0.0,3.16
2013010414,0.0,0.0,0.0,0.0,8.82,37.89,3.07,300.1,99.18,0.0,6.31
2013010415,0.0,0.0,0.0,0.0,7.64,40.0,3.35,301.9,99.21,0.0,9.48
2013010416,0.0,0.0,0.0,0.0,6.7,41.37,3.54,304.4,99.21,0.0,10.67
2013010417,0.0,0.0,0.0,0.0,5.92,42.27,3.64,307.2,99.17,0.0,1.05
2013010418,0.0,0.0,0.0,0.0,5.24,43.04,3.68,309.7,99.12,0.0,4.21
2013010419,0.0,0.0,0.0,0.0,4.63,44.14,3.66,311.5,99.06,0.0,3.16
2013010420,0.0,0.0,0.0,0.0,4.07,45.69,3.62,312.4,99.01,0.0,13.68
2013010421,0.0,0.0,0.0,0.0,3.45,48.11,3.48,311.7,98.97,0.0,87.64
2013010422,0.0,0.0,0.0,0.0,2.75,50.97,3.32,309.3,98.93,0.0,7.36
2013010423,0.0,0.0,0.0,0.0,2.15,53.19,3.22,304.6,98.92,0.0,7.56
2013010500,0.0,0.0,0.0,0.0,1.65,54.91,3.16,298.9,98.95,0.0,13.93
2013010501,0.0,0.0,0.0,0.0,1.23,56.38,3.11,293.5,98.99,0.0,2.11
2013010502,55.4,59.76,45.31,75.38,3.68,47.98,3.58,287.6,99.05,0.0,38.69
2013010503,104.05,123.22,67.98,235.43,6.55,39.31,3.79,282.8,99.12,0.0,70.86
2013010504,147.98,26.02,119.58,405.38,10.34,32.31,3.1,278.7,99.19,0.0,96.72
2013010505,270.17,117.0,181.39,527.1,15.17,22.61,3.98,291.1,99.17,0.0,88.53
2013010506,301.05,10.55,257.18,548.62,17.01,19.27,3.88,295.5,99.09,0.0,100.0
2013010507,468.05,308.75,257.35,541.3,17.86,18.02,3.7,300.5,98.99,0.0,64.12
2013010508,441.58,356.42,220.84,441.62,18.21,17.38,3.66,304.2,98.91,0.0,1.05
2013010509,360.75,379.49,178.21,361.38,17.68,17.89,3.54,306.4,98.87,0.0,1.32
2013010510,199.18,241.74,114.46,199.9,16.25,24.21,2.58,304.1,98.88,0.0,1.58
2013010511,49.7,38.55,39.92,49.92,11.91,38.8,2.63,295.5,98.91,0.0,1.84
2013010512,0.0,0.0,0.0,0.0,9.24,39.47,3.11,292.3,98.97,0.0,2.11
2013010513,0.0,0.0,0.0,0.0,8.1,40.03,3.4,292.6,99.06,0.0,5.03
2013010514,0.0,0.0,0.0,0.0,7.17,40.17,3.55,295.2,99.11,0.0,7.96
2013010515,0.0,0.0,0.0,0.0,6.31,40.47,3.58,299.1,99.14,0.0,10.88
2013010516,0.0,0.0,0.0,0.0,5.51,41.02,3.63,303.1,99.15,0.0,13.81
2013010517,0.0,0.0,0.0,0.0,4.8,41.63,3.64,307.8,99.16,0.0,16.66
2013010518,0.0,0.0,0.0,0.0,4.09,42.97,3.59,313.3,99.15,0.0,40.12
2013010519,0.0,0.0,0.0,0.0,3.39,44.73,3.49,317.9,99.13,0.0,63.5
2013010520,0.0,0.0,0.0,0.0,2.79,46.24,3.43,319.5,99.13,0.0,86.89
2013010521,0.0,0.0,0.0,0.0,2.21,47.74,3.33,319.1,99.12,0.0,60.73
2013010522,0.0,0.0,0.0,0.0,1.66,49.2,3.24,315.0,99.11,0.0,34.58
2013010523,0.0,0.0,0.0,0.0,1.19,50.18,3.22,310.7,99.14,0.0,8.46
2013010600,0.0,0.0,0.0,0.0,0.78,50.98,3.22,306.5,99.19,0.0,3.16
2013010601,0.0,0.0,0.0,0.0,0.46,51.44,3.26,305.6,99.24,0.0,3.16
2013010602,65.12,91.1,50.29,81.15,3.13,43.35,3.44,306.1,99.31,0.0,33.01
2013010603,150.45,203.17,85.22,248.65,6.25,34.05,3.9,305.3,99.4,0.0,58.68
2013010604,208.62,245.2,117.69,415.15,9.78,28.9,2.82,300.5,99.49,0.0,77.92
2013010605,230.57,311.37,130.86,539.95,14.72,19.93,2.87,303.9,99.48,0.0,96.62
2013010606,309.23,149.39,190.04,494.55,16.35,18.1,2.16,295.5,99.39,0.0,75.92
2013010607,387.48,244.07,208.51,486.5,17.1,17.0,1.76,297.0,99.3,0.0,48.13
2013010608,375.88,247.12,256.89,427.62,17.35,16.24,1.62,295.9,99.22,0.0,94.26
2013010609,279.12,142.32,207.05,312.58,17.11,15.99,1.9,294.3,99.17,0.0,71.98
2013010610,155.02,89.32,127.45,168.48,16.05,20.15,1.93,293.5,99.15,0.0,50.34
2013010611,41.65,12.77,40.22,43.25,12.05,35.94,2.14,291.9,99.15,0.0,27.7
2013010612,0.0,0.0,0.0,0.0,9.32,34.47,2.7,292.9,99.2,0.0,5.38
2013010613,0.0,0.0,0.0,0.0,7.97,36.15,2.98,293.6,99.24,0.0,75.01
2013010614,0.0,0.0,0.0,0.0,6.73,37.59,3.25,294.4,99.28,0.0,89.58
2013010615,0.0,0.0,0.0,0.0,5.7,38.46,3.5,295.9,99.31,0.0,100.0
2013010616,0.0,0.0,0.0,0.0,4.89,39.05,3.7,298.8,99.33,0.0,99.78
2013010617,0.0,0.0,0.0,0.0,4.37,39.35,3.77,303.5,99.32,0.0,93.61
2013010618,0.0,0.0,0.0,0.0,3.87,39.76,3.72,307.8,99.32,0.0,98.1
2013010619,0.0,0.0,0.0,0.0,3.21,41.24,3.64,311.1,99.3,0.0,91.71
2013010620,0.0,0.0,0.0,0.0,2.54,43.02,3.52,313.4,99.28,0.0,99.15
2013010621,0.0,0.0,0.0,0.0,1.9,45.24,3.42,313.5,99.24,0.0,67.55
2013010622,0.0,0.0,0.0,0.0,1.24,47.18,3.34,311.5,99.21,0.0,35.8
2013010623,0.0,0.0,0.0,0.0,0.62,49.09,3.29,309.2,99.21,0.0,22.09
2013010700,0.0,0.0,0.0,0.0,0.1,50.48,3.27,303.8,99.24,0.0,3.16
2013010701,0.0,0.0,0.0,0.0,-0.27,51.23,3.26,297.3,99.31,0.0,17.06
2013010702,57.33,25.65,50.15,64.65,2.18,43.3,3.55,290.9,99.39,0.0,32.73
2013010703,168.23,127.87,125.29,208.65,5.21,33.93,4.27,284.9,99.5,0.0,46.81
2013010704,253.68,218.66,151.02,362.62,8.7,28.56,3.5,277.2,99.58,0.0,61.34
2013010705,301.75,149.24,196.5,469.1,13.55,18.95,4.73,288.1,99.57,0.0,73.11
2013010706,326.92,301.59,200.51,538.88,15.87,15.32,5.14,292.9,99.47,0.0,97.22
2013010707,478.4,304.76,253.46,536.92,16.99,14.42,5.23,295.5,99.38,0.0,57.0
2013010708,476.08,413.31,215.94,476.8,17.5,14.27,5.42,297.8,99.3,0.0,11.83
2013010709,366.75,355.81,183.01,367.52,17.14,14.92,5.48,299.2,99.27,0.0,8.82
2013010710,206.95,210.96,137.57,207.2,15.73,18.63,4.27,299.0,99.25,0.0,6.07
2013010711,57.45,52.83,47.21,57.65,10.96,32.61,3.29,297.1,99.26,0.0,3.68
2013010712,0.0,0.0,0.0,0.0,8.05,36.41,3.77,296.0,99.28,0.0,1.05
2013010713,0.0,0.0,0.0,0.0,7.29,36.04,3.9,295.8,99.33,0.0,1.05
2013010714,0.0,0.0,0.0,0.0,6.73,35.68,4.12,296.7,99.38,0.0,1.05
2013010715,0.0,0.0,0.0,0.0,6.15,35.97,4.29,297.9,99.41,0.0,1.05
2013010716,0.0,0.0,0.0,0.0,5.47,37.18,4.36,299.3,99.41,0.0,2.11
2013010717,0.0,0.0,0.0,0.0,4.72,38.61,4.31,300.1,99.39,0.0,1.1
2013010718,0.0,0.0,0.0,0.0,4.07,39.99,4.28,299.9,99.34,0.0,12.93
2013010719,0.0,0.0,0.0,0.0,3.59,40.75,4.36,299.1,99.31,0.0,24.77
2013010720,0.0,0.0,0.0,0.0,3.24,41.14,4.56,298.1,99.27,0.0,2.11
2013010721,0.0,0.0,0.0,0.0,2.78,42.06,4.53,295.9,99.22,0.0,58.98
2013010722,0.0,0.0,0.0,0.0,2.22,43.53,4.43,292.5,99.19,0.0,57.88
2013010723,0.0,0.0,0.0,0.0,1.82,44.57,4.47,289.0,99.19,0.0,56.83
2013010800,0.0,0.0,0.0,0.0,1.42,45.65,4.47,285.8,99.24,0.0,55.78
2013010801,0.0,0.0,0.0,0.0,0.99,46.87,4.35,283.4,99.29,0.0,54.72
2013010802,62.22,36.92,54.04,68.03,2.68,41.12,5.32,281.3,99.36,0.0,51.93
2013010803,196.18,160.15,143.15,223.15,5.55,34.87,4.61,278.9,99.44,0.0,52.04
2013010804,311.75,266.92,177.62,380.17,10.06,27.46,4.32,280.4,99.5,0.0,53.6
2013010805,429.12,354.29,209.16,505.6,14.78,19.84,6.69,294.8,99.45,0.0,51.66
2013010806,580.7,608.11,198.85,593.53,17.03,16.84,6.86,295.9,99.34,0.0,33.8
2013010807,585.8,602.04,198.37,586.6,18.6,15.01,6.9,296.8,99.22,0.0,10.85
2013010808,502.55,509.75,180.39,503.5,19.42,14.04,6.86,298.8,99.13,0.0,4.91
2013010809,369.5,401.18,165.23,371.7,19.09,14.11,6.54,299.9,99.08,0.0,5.0
2013010810,211.02,257.0,120.09,211.18,17.76,16.42,5.12,298.3,99.07,0.0,0.48
2013010811,53.75,38.54,44.0,54.08,12.91,29.37,3.42,290.9,99.1,0.0,3.42
2013010812,0.0,0.0,0.0,0.0,9.86,33.76,3.88,285.9,99.19,0.0,5.27
2013010813,0.0,0.0,0.0,0.0,9.19,33.03,4.03,284.4,99.29,0.0,8.45
2013010814,0.0,0.0,0.0,0.0,8.64,32.6,4.21,284.6,99.36,0.0,14.78
2013010815,0.0,0.0,0.0,0.0,8.04,32.92,4.3,285.4,99.38,0.0,20.06
2013010816,0.0,0.0,0.0,0.0,7.38,34.12,4.25,286.3,99.37,0.0,0.1
2013010817,0.0,0.0,0.0,0.0,6.77,35.57,4.18,287.3,99.34,0.0,1.05
2013010818,0.0,0.0,0.0,0.0,6.3,36.56,4.17,288.4,99.3,0.0,1.05
2013010819,0.0,0.0,0.0,0.0,6.03,36.91,4.34,289.9,99.29,0.0,2.79
2013010820,0.0,0.0,0.0,0.0,5.92,36.84,4.66,291.9,99.27,0.0,4.54
2013010821,0.0,0.0,0.0,0.0,5.55,37.61,4.54,293.8,99.25,0.0,2.11
2013010822,0.0,0.0,0.0,0.0,4.93,39.44,4.15,293.9,99.22,0.0,2.11
2013010823,0.0,0.0,0.0,0.0,4.45,40.98,3.88,293.1,99.21,0.0,3.16
2013010900,0.0,0.0,0.0,0.0,4.09,41.84,3.78,291.1,99.24,0.0,1.05
2013010901,0.0,0.0,0.0,0.0,3.84,42.41,3.77,287.9,99.29,0.0,1.89
2013010902,73.0,73.06,54.9,73.65,5.62,36.43,4.96,283.4,99.38,0.0,2.74
2013010903,233.55,290.75,131.03,236.0,8.18,31.31,4.52,277.8,99.46,0.0,3.58
2013010904,360.88,322.54,184.52,364.25,12.17,25.56,3.96,275.1,99.51,0.0,4.42
2013010905,494.27,440.7,213.43,500.02,16.86,18.12,5.39,293.3,99.45,0.0,7.05
2013010906,572.2,541.2,204.22,606.47,19.04,16.35,5.75,291.6,99.34,0.0,26.48
2013010907,584.42,552.93,229.44,609.5,20.45,15.43,5.96,290.2,99.23,0.0,33.0
2013010908,538.92,610.32,175.47,538.97,21.13,15.17,6.13,290.8,99.15,0.0,1.05
2013010909,410.42,535.21,148.68,410.7,20.88,15.71,6.14,291.2,99.1,0.0,1.05
2013010910,237.05,371.45,113.93,237.4,19.61,18.46,5.04,290.1,99.08,0.0,1.05
2013010911,67.65,99.92,48.11,67.8,15.22,29.68,3.55,287.6,99.1,0.0,1.05
2013010912,0.0,0.0,0.0,0.0,12.61,32.79,4.04,287.7,99.13,0.0,1.05
2013010913,0.0,0.0,0.0,0.0,12.2,31.47,4.53,288.6,99.18,0.0,1.05
2013010914,0.0,0.0,0.0,0.0,11.79,30.84,5.05,289.1,99.2,0.0,1.05
2013010915,0.0,0.0,0.0,0.0,11.12,31.64,5.29,289.2,99.2,0.0,1.05
2013010916,0.0,0.0,0.0,0.0,10.25,33.78,5.24,290.7,99.19,0.0,40.13
2013010917,0.0,0.0,0.0,0.0,9.49,36.61,5.16,293.5,99.16,0.0,31.67
2013010918,0.0,0.0,0.0,0.0,8.89,40.34,5.18,295.4,99.13,0.0,27.35
2013010919,0.0,0.0,0.0,0.0,8.46,44.68,5.31,294.2,99.12,0.0,2.11
2013010920,0.0,0.0,0.0,0.0,8.02,49.7,5.27,293.0,99.07,0.0,2.11
2013010921,0.0,0.0,0.0,0.0,7.58,54.99,5.22,290.6,99.0,0.0,6.09
2013010922,0.0,0.0,0.0,0.0,7.18,59.61,5.34,287.1,98.96,0.0,1.05
2013010923,0.0,0.0,0.0,0.0,6.81,63.85,5.4,284.3,98.95,0.0,1.05
2013011000,0.0,0.0,0.0,0.0,6.42,67.92,5.36,282.7,98.99,0.0,2.11
2013011001,0.0,0.0,0.0,0.0,6.02,71.58,5.26,282.2,99.07,0.0,2.48
2013011002,79.8,84.5,59.39,80.38,6.91,68.48,5.71,281.5,99.15,0.0,2.86
2013011003,257.55,365.53,131.49,259.15,9.38,59.01,5.26,279.2,99.22,0.0,3.24
2013011004,401.75,410.47,186.48,403.38,13.63,45.36,5.69,284.5,99.25,0.0,3.62
2013011005,528.0,486.06,219.89,529.08,17.63,34.62,7.48,295.3,99.21,0.0,4.0
2013011006,628.03,649.23,201.15,628.85,19.74,29.07,7.41,296.6,99.11,0.0,2.74
2013011007,628.8,666.42,194.18,629.3,21.14,24.68,7.4,296.7,99.01,0.0,1.47
2013011008,558.4,638.19,178.86,558.5,21.9,21.55,7.41,296.5,98.93,0.0,0.21
2013011009,426.95,564.0,153.55,427.05,21.92,20.07,7.29,297.2,98.89,0.0,0.42
2013011010,250.25,407.19,113.98,250.32,21.03,21.01,6.23,296.7,98.9,0.0,0.63
2013011011,75.45,137.24,51.19,75.47,16.74,31.29,3.92,291.7,98.92,0.0,0.84
2013011012,0.0,0.0,0.0,0.0,13.41,37.97,4.11,286.4,98.98,0.0,1.05
2013011013,0.0,0.0,0.0,0.0,12.83,37.96,4.41,283.5,99.04,0.0,1.05
2013011014,0.0,0.0,0.0,0.0,12.33,38.03,4.73,282.3,99.08,0.0,1.05
2013011015,0.0,0.0,0.0,0.0,11.87,38.53,5.11,282.0,99.11,0.0,6.32
2013011016,0.0,0.0,0.0,0.0,11.36,39.85,5.38,282.5,99.1,0.0,5.2
2013011017,0.0,0.0,0.0,0.0,10.68,42.05,5.44,283.6,99.09,0.0,2.44
2013011018,0.0,0.0,0.0,0.0,9.97,44.73,5.45,284.9,99.07,0.0,5.31
2013011019,0.0,0.0,0.0,0.0,9.29,47.49,5.45,286.1,99.05,0.0,2.11
2013011020,0.0,0.0,0.0,0.0,8.68,50.04,5.54,286.5,99.02,0.0,0.0
2013011021,0.0,0.0,0.0,0.0,8.11,52.43,5.52,285.8,98.97,0.0,7.45
2013011022,0.0,0.0,0.0,0.0,7.52,55.01,5.39,284.3,98.93,0.0,2.11
2013011023,0.0,0.0,0.0,0.0,6.97,57.92,5.25,282.3,98.92,0.0,2.11
2013011100,0.0,0.0,0.0,0.0,6.49,61.2,5.19,280.0,98.97,0.0,1.05
2013011101,0.0,0.0,0.0,0.0,6.08,64.69,5.2,277.2,99.04,0.0,0.92
2013011102,90.72,166.55,59.15,91.07,7.31,61.81,5.94,274.3,99.12,0.0,0.78
2013011103,270.67,456.51,115.94,271.42,10.23,53.31,5.31,270.0,99.19,0.0,0.65
2013011104,447.38,597.02,153.69,448.05,14.82,40.87,5.5,274.5,99.25,0.0,0.51
2013011105,577.7,678.38,174.22,577.88,19.3,29.55,7.96,289.6,99.21,0.0,0.38
2013011106,630.97,655.93,194.41,632.47,21.29,24.86,7.81,292.1,99.13,0.0,4.44
2013011107,629.97,655.63,203.34,634.08,22.63,21.27,7.56,292.2,99.04,0.0,12.95
2013011108,563.08,654.87,174.12,565.25,23.47,18.51,7.35,292.6,98.98,0.0,7.42
2013011109,432.98,596.0,146.75,434.7,23.59,17.17,7.1,293.3,98.95,0.0,6.14
2013011110,256.67,432.66,115.29,257.7,22.59,18.35,5.75,292.4,98.93,0.0,4.67
2013011111,78.28,150.2,49.94,78.53,17.69,30.63,3.52,286.7,98.92,0.0,3.39
2013011112,0.0,0.0,0.0,0.0,14.16,36.93,3.92,282.2,98.94,0.0,2.11
2013011113,0.0,0.0,0.0,0.0,13.43,37.41,4.05,281.8,99.0,0.0,4.21
2013011114,0.0,0.0,0.0,0.0,12.73,38.54,4.11,283.1,99.05,0.0,1.05
2013011115,0.0,0.0,0.0,0.0,12.02,40.4,4.11,283.7,99.09,0.0,3.16
2013011116,0.0,0.0,0.0,0.0,11.42,42.4,4.11,285.2,99.12,0.0,0.56
2013011117,0.0,0.0,0.0,0.0,10.95,44.48,4.11,288.1,99.14,0.0,6.32
2013011118,0.0,0.0,0.0,0.0,10.44,47.15,3.98,291.9,99.16,0.0,3.16
2013011119,0.0,0.0,0.0,0.0,9.81,50.09,3.65,295.2,99.14,0.0,7.36
2013011120,0.0,0.0,0.0,0.0,9.18,52.65,3.34,296.3,99.11,0.0,3.16
2013011121,0.0,0.0,0.0,0.0,8.65,54.69,3.12,296.2,99.07,0.0,0.4
2013011122,0.0,0.0,0.0,0.0,8.24,56.51,2.99,294.5,99.04,0.0,8.39
2013011123,0.0,0.0,0.0,0.0,7.9,58.13,2.91,290.3,99.04,0.0,3.16
2013011200,0.0,0.0,0.0,0.0,7.68,59.52,2.88,291.0,99.13,0.0,3.16
2013011201,0.0,0.0,0.0,0.0,7.53,60.66,2.78,294.2,99.24,0.0,5.35
2013011202,83.8,114.85,57.57,84.15,10.13,53.88,2.64,292.3,99.35,0.0,6.57
2013011203,257.2,384.91,126.59,259.3,12.93,45.43,2.48,283.0,99.42,0.0,9.19
2013011204,426.27,525.7,169.2,430.6,16.52,38.67,1.61,264.6,99.45,0.0,12.3
2013011205,555.1,624.72,178.98,558.08,21.63,31.41,3.48,275.1,99.39,0.0,10.77
2013011206,575.88,513.44,223.25,576.38,23.42,27.97,3.53,268.5,99.26,0.0,9.63
2013011207,577.1,508.48,229.34,577.15,24.42,25.53,3.34,261.9,99.14,0.0,1.05
2013011208,506.42,456.05,225.26,513.78,24.9,24.04,3.14,256.4,99.07,0.0,11.92
2013011209,386.1,413.32,173.87,389.48,24.8,23.97,2.87,254.0,99.03,0.0,6.73
2013011210,221.77,255.01,131.58,224.23,23.71,33.5,1.6,254.7,98.99,0.0,6.65
2013011211,64.95,49.54,50.99,65.4,22.2,33.81,0.82,262.3,98.98,0.0,5.41
2013011212,0.0,0.0,0.0,0.0,21.71,31.8,0.11,275.2,98.99,0.0,6.36
2013011213,0.0,0.0,0.0,0.0,20.79,33.66,0.39,94.4,99.03,0.0,6.26
2013011214,0.0,0.0,0.0,0.0,19.88,35.14,0.68,100.2,99.05,0.0,38.89
2013011215,0.0,0.0,0.0,0.0,18.88,36.67,0.94,103.6,99.04,0.0,19.94
2013011216,0.0,0.0,0.0,0.0,17.41,40.37,1.24,107.9,99.02,0.0,7.35
2013011217,0.0,0.0,0.0,0.0,16.05,44.0,1.49,111.2,98.99,0.0,4.13
2013011218,0.0,0.0,0.0,0.0,15.48,45.08,1.65,112.8,98.96,0.0,4.34
